Eyes Closed Status,Eye Fit Ratio
Alert Eyes,0.8164047064144181
Alert Eyes,0.6620448040237911
Alert Eyes,0
Alert Eyes,48.75531393296727
Alert Eyes,0.5603026338047431
Alert Eyes,0.3711410889323432
Alert Eyes,11.620631270600633
Alert Eyes,14.148821085757964
Alert Eyes,0.6619178841121742
Alert Eyes,inf
Alert Eyes,38.69201323100916
Alert Eyes,0
Alert Eyes,1.076023793910472
Alert Eyes,inf
Alert Eyes,16.288753095441447
Alert Eyes,0.7084920746310281
Alert Eyes,0.36723851083935316
Alert Eyes,0.9844674844885719
Alert Eyes,1.2655478960524151
Alert Eyes,9.915763251852285
Alert Eyes,2.6644273638694416
Alert Eyes,3.655791380109026
Alert Eyes,1.4856342993387792
Alert Eyes,0.5382937078524501
Alert Eyes,0
Alert Eyes,2.0551336407281653
Alert Eyes,0.6884562367625122
Alert Eyes,3.4153860406945267
Alert Eyes,1.0143358231325932
Alert Eyes,1.0789996678810336
Alert Eyes,1.046108823808933
Alert Eyes,0
Alert Eyes,1.3145990641597833
Alert Eyes,0
Alert Eyes,1.0857800349316744
Alert Eyes,0
Alert Eyes,0.6497633770350109
Alert Eyes,0
Alert Eyes,12.945751810716116
Alert Eyes,0
Alert Eyes,1.821333285624932
Alert Eyes,1.5220300201590435
Alert Eyes,10.326040047269666
Alert Eyes,0.6320521145960704
Alert Eyes,0.9641619139174114
Alert Eyes,18.899742922341247
Alert Eyes,0.9701656534845414
Alert Eyes,1.0203763142417706
Alert Eyes,0.8871484000736718
Alert Eyes,1.5886367736243787
Alert Eyes,4.407135323956662
Alert Eyes,1.0943143627011014
Alert Eyes,1.0784951273658967
Alert Eyes,0.9055111559372427
Alert Eyes,0.8924114261820649
Alert Eyes,1.123393533608329
Alert Eyes,1.254827330483166
Tired Eyes,0.881285592934089
Alert Eyes,1.0792981450902668
Alert Eyes,1.4438672875890408
Alert Eyes,1.1869130031532273
Alert Eyes,1.0236878069656372
Alert Eyes,inf
Alert Eyes,6.601110363070587
Alert Eyes,7.598596195056796
Alert Eyes,0.8656958452556305
Alert Eyes,0.7370085274414943
Alert Eyes,1.0209021400746365
Alert Eyes,0
Alert Eyes,0
Alert Eyes,0.9896815105057885
Alert Eyes,2.6129934257193144
Alert Eyes,1.0986208054580473
Alert Eyes,1.1281068506351615
Alert Eyes,0.6075775989281538
Alert Eyes,0.86810098313376
Alert Eyes,0.9243329558864641
Alert Eyes,0.9535992757317215
Alert Eyes,1.0380166129503587
Alert Eyes,0.9562092638232252
Alert Eyes,9.695348740175024
Alert Eyes,0.9758169624129919
Alert Eyes,11.134868870777769
Alert Eyes,0.9157302421806391
Alert Eyes,1.0309077454763225
Alert Eyes,inf
Alert Eyes,14.851710418226482
Alert Eyes,20.740966131168197
Tired Eyes,0.283123094226392
Alert Eyes,0.7958127591820007
Alert Eyes,0.8503183281278632
Alert Eyes,18.14197398639686
Alert Eyes,0.8383578853371049
Alert Eyes,1.486729080277843
Alert Eyes,1.0153436079729845
Alert Eyes,0
Alert Eyes,1.1179304830888
Alert Eyes,inf
Alert Eyes,0
Alert Eyes,0
Alert Eyes,13.897963120397188
Alert Eyes,0
Alert Eyes,0.866798932598244
Alert Eyes,0
Alert Eyes,inf
Alert Eyes,0
Alert Eyes,0.7972655575577315
Alert Eyes,0.8650495424198026
Alert Eyes,0
Alert Eyes,7.661881863157672
Alert Eyes,0
Alert Eyes,8.606284941600537
Alert Eyes,0
Alert Eyes,54.67581036134998
Alert Eyes,0
Alert Eyes,0.8039039211497178
Alert Eyes,0
Alert Eyes,inf
Alert Eyes,0
Alert Eyes,0.9826117287314583
Alert Eyes,0
Alert Eyes,0.8440152614872029
Alert Eyes,0
Alert Eyes,18.991447646270707
Alert Eyes,0
Alert Eyes,27.766982253459677
Alert Eyes,0
Alert Eyes,14.217689608314368
Alert Eyes,0
Tired Eyes,0.8027160891003801
Tired Eyes,0
Alert Eyes,0.8800189501664948
Alert Eyes,0
Alert Eyes,0.803682923714061
Alert Eyes,0.905905640370381
Alert Eyes,0
Alert Eyes,1.1551144224526304
Alert Eyes,0
Alert Eyes,1.0898408538346762
Alert Eyes,0
Alert Eyes,7.656447906055002
Alert Eyes,2.7125412414916594
Alert Eyes,1.1885037732549655
Alert Eyes,0.9950368025123133
Alert Eyes,0
Alert Eyes,0
Alert Eyes,0
Alert Eyes,0
Alert Eyes,0
Alert Eyes,0
Alert Eyes,0
Alert Eyes,0
Alert Eyes,0
Alert Eyes,0
Alert Eyes,0
Alert Eyes,0
Alert Eyes,0
Alert Eyes,0
Alert Eyes,0.9960059519039361
Alert Eyes,0
Alert Eyes,0
Alert Eyes,0
Alert Eyes,0
Alert Eyes,0
Alert Eyes,0
Alert Eyes,0
Alert Eyes,0
Alert Eyes,0
Alert Eyes,0
Alert Eyes,0
Alert Eyes,0
Alert Eyes,0
Alert Eyes,0
Alert Eyes,0
Alert Eyes,0
Alert Eyes,0
Alert Eyes,0
Alert Eyes,1.0124637736374622
Alert Eyes,0
Alert Eyes,1.0010255058124595
Alert Eyes,0
Alert Eyes,0.9417432759007477
Alert Eyes,0.9911138064341712
Alert Eyes,1.0030643481698904
Alert Eyes,0.9876174777950542
Alert Eyes,7.416809112060765
Alert Eyes,29.111769161179215
Alert Eyes,0.8650990491819079
Alert Eyes,8.077474553375025
Alert Eyes,128.00553205880956
Alert Eyes,22.28691966441783
Alert Eyes,0.7031474851173701
Alert Eyes,69.00573280413604
Alert Eyes,60.398063314247324
Alert Eyes,0.6914841733877332
Alert Eyes,0.9035399832967863
Tired Eyes,84.1574738308004
Alert Eyes,0.9379336149385836
Alert Eyes,1.2054582641750249
Alert Eyes,0.8369077729995245
Alert Eyes,1.1715907578840665
Alert Eyes,29.124166951734665
Alert Eyes,0.9793743919538647
Alert Eyes,1.7535872142353017
Alert Eyes,2.5634753785636804
Alert Eyes,4.344495137871497
Alert Eyes,0.9949915684457172
Alert Eyes,0
Alert Eyes,4.7655706248311205
Alert Eyes,5.603912741070698
Alert Eyes,0
Alert Eyes,1.1084655622359678
Alert Eyes,1.2408599281284443
Alert Eyes,1.1973399766025539
Alert Eyes,0.8365773007308633
Alert Eyes,0.7690814728904385
Alert Eyes,0.8456139849695282
Alert Eyes,1.5204004877624204
Alert Eyes,1.3885103010851028
Alert Eyes,1.2157687879821573
Alert Eyes,0.7858013176040146
Alert Eyes,0.7046231780542797
Alert Eyes,0.9136927094671725
Alert Eyes,1.0115995760213352
Alert Eyes,1.7531336194399736
Alert Eyes,8.709256741394952
Alert Eyes,0.9702448875408853
Alert Eyes,0
Alert Eyes,0.8326334226323466
Alert Eyes,0
Alert Eyes,0
Alert Eyes,0
Alert Eyes,0
Alert Eyes,0.9943854555168733
Alert Eyes,1.9936047919685305
Alert Eyes,1.3728129459672882
Alert Eyes,0
Alert Eyes,0.875264680327677
Alert Eyes,0
Alert Eyes,0
Alert Eyes,0
Alert Eyes,1.1683246898125645
Alert Eyes,0
Alert Eyes,0
Alert Eyes,1.3617959798946428
Alert Eyes,0
Alert Eyes,1.2891334457410115
Alert Eyes,0
Alert Eyes,0
Alert Eyes,0
Alert Eyes,0.8126670627948123
Alert Eyes,2.850781059358212
Alert Eyes,0
Alert Eyes,1.8129510846562622
Alert Eyes,0.3612815052316835
Alert Eyes,0
Alert Eyes,1.8129510846562622
Alert Eyes,0.6035533905932737
Alert Eyes,0
Alert Eyes,0
Alert Eyes,1.0585626295791288
Alert Eyes,0
Alert Eyes,0
Alert Eyes,0
Alert Eyes,0
Alert Eyes,0
Alert Eyes,0
Alert Eyes,0
Alert Eyes,0
Alert Eyes,0
Alert Eyes,0
Alert Eyes,1.0265408536334741
Alert Eyes,0
Alert Eyes,0.9864965327541068
Alert Eyes,0.9640762639176638
Tired Eyes,1.022875371640292
Alert Eyes,0.923648171271887
Alert Eyes,1.0036084567341694
Tired Eyes,0.7308194105880874
Alert Eyes,3.290565861902607
Alert Eyes,1.0510568399982028
Alert Eyes,nan
Alert Eyes,0.6275531342574145
Alert Eyes,0.6847493258207193
Alert Eyes,52.93565966113434
Alert Eyes,0.8218306890694516
Alert Eyes,0.7911337486218497
Alert Eyes,0.5881386798828003
Alert Eyes,0.9080029322168738
Alert Eyes,1.0004229182182967
Alert Eyes,inf
Alert Eyes,1.5502803566593106
Alert Eyes,0.8903076022727355
Alert Eyes,9.722601043766367
Alert Eyes,0.7921586563601746
Tired Eyes,inf
Alert Eyes,13.846100602449113
Alert Eyes,0.8547093321709199
Alert Eyes,1.0291146312392185
Alert Eyes,inf
Alert Eyes,inf
Alert Eyes,1.0151908070599598
Alert Eyes,3.353186462090555
Alert Eyes,21.587607371641273
Alert Eyes,1.1743485508246305
Alert Eyes,26.243619307570487
Alert Eyes,0.9533286850164895
Alert Eyes,0.7635756012876456
Alert Eyes,6.785886469952592
Alert Eyes,inf
Alert Eyes,inf
Alert Eyes,26.09735697646318
Alert Eyes,nan
Alert Eyes,0
Alert Eyes,0.7809442754249272
Alert Eyes,0
Alert Eyes,13.761580625493332
Alert Eyes,1.2034788948866555
Alert Eyes,0
Alert Eyes,0.9700384411714138
Alert Eyes,0.7531540448122819
Alert Eyes,0
Alert Eyes,1.1511679591025386
Alert Eyes,0
Alert Eyes,0.8687136250217901
Alert Eyes,0
Alert Eyes,1.0184856310568826
Alert Eyes,0
Alert Eyes,0.8149018609414612
Alert Eyes,0
Alert Eyes,6.374711359531732
Alert Eyes,0.980909458864927
Alert Eyes,0.6523803329579446
Alert Eyes,0.9434383148292269
Alert Eyes,27.446271866897643
Alert Eyes,0
Alert Eyes,0.576060387781924
Alert Eyes,0.8542473108434173
Alert Eyes,0.5401897096466565
Alert Eyes,inf
Alert Eyes,0.6845941969901252
Alert Eyes,1.0005947437144027
Alert Eyes,0
Alert Eyes,0.43505276341087673
Alert Eyes,0.4241011509431953
Alert Eyes,0.9989743115590337
Alert Eyes,10.81728559666639
Alert Eyes,45.78697074822899
Alert Eyes,0.9241361713633858
Alert Eyes,1.1008957946829419
Alert Eyes,0.9286592054481493
Alert Eyes,1.0647857254665458
Alert Eyes,0
Alert Eyes,0.9693142804558919
Alert Eyes,0.8375965693450764
Alert Eyes,0.9528352544226056
Alert Eyes,1.0303998231267857
Alert Eyes,0.9132636807466145
Alert Eyes,0
Alert Eyes,1.020237736277499
Alert Eyes,1.0045855904474146
Alert Eyes,1.1308862431922106
Alert Eyes,1.190204910714912
Alert Eyes,1.0137757208249096
Alert Eyes,0.8793001290588954
Alert Eyes,4.370171088178355
Alert Eyes,0.7449030162791337
Alert Eyes,0.7775206645191313
Alert Eyes,0.9381746983436555
Alert Eyes,1.5396915311842696
Alert Eyes,1.3713619514512876
Alert Eyes,1.051578076443261
Alert Eyes,1.0235247519609072
Alert Eyes,0.9230339880006886
Alert Eyes,0.8349233763642984
Alert Eyes,0.7699548142822498
Alert Eyes,0.8819667714255803
Alert Eyes,inf
Alert Eyes,1.0739181670336015
Alert Eyes,0.8678315060739044
Alert Eyes,0.8603215306802715
Alert Eyes,1.2438015328308314
Alert Eyes,2.7168850285721065
Alert Eyes,6.3556476258108425
Alert Eyes,1.2357910952783424
Alert Eyes,1.1317740700458851
Alert Eyes,1.228775048895001
Alert Eyes,1.019066295556644
Alert Eyes,0.9116802612470208
Alert Eyes,1.3975310643781267
Alert Eyes,0.9028249288303787
Alert Eyes,1.1111094157949055
Alert Eyes,0.9245171790922283
Tired Eyes,0.6825251143411682
Alert Eyes,inf
Alert Eyes,0.9459745187655693
Alert Eyes,0.999404993978413
Tired Eyes,0.8498986548185157
Alert Eyes,0.9116529843917425
Alert Eyes,0.9934790274187764
Alert Eyes,0.9934790274187764
Alert Eyes,1.1931949062295666
Alert Eyes,25.268774110655674
Tired Eyes,0.6696028966757572
Alert Eyes,0.9820126334774141
Alert Eyes,1.144796375778193
Tired Eyes,0.7068395398177593
Alert Eyes,0.98433540540354
Alert Eyes,1.132527959292967
Alert Eyes,1.3217164562151178
Alert Eyes,1.039607348606982
Alert Eyes,0
Tired Eyes,0.664695767167912
Alert Eyes,0.7820702055069703
Tired Eyes,0.8278808163600696
Tired Eyes,0
Alert Eyes,0.7992083899633069
Alert Eyes,8.487628407465289
Alert Eyes,0.9787256071861732
Alert Eyes,1.0060849928820832
Alert Eyes,21.87392538043463
Alert Eyes,0.9918707988406307
Alert Eyes,0.7989688574754599
Alert Eyes,1.1267467913248177
Alert Eyes,0.9900422678946796
Alert Eyes,0.9475557283525214
Alert Eyes,1.3655147161971648
Alert Eyes,0.9816340055141073
Alert Eyes,0.9895889647448036
Alert Eyes,0.7738197867044602
Tired Eyes,0.5759540162877642
Alert Eyes,1.0212265391367725
Alert Eyes,1.110934440816628
Alert Eyes,1.1264528481026181
Alert Eyes,29.54767728178051
Alert Eyes,6.638484191483815
Alert Eyes,1.0179731575846214
Alert Eyes,0
Alert Eyes,0.9990205860505752
Alert Eyes,0.99502091039323
Alert Eyes,0.7046272648159267
Alert Eyes,0.9139114146383069
Alert Eyes,2.761481036582793
Alert Eyes,0.8995434706029055
Tired Eyes,inf
Alert Eyes,60.549782143751514
Tired Eyes,inf
Alert Eyes,0.7031243102652993
Alert Eyes,inf
Alert Eyes,0.974447938346351
Alert Eyes,1.8472191104577624
Alert Eyes,51.60881161760806
Alert Eyes,0.749559874398671
Alert Eyes,0.37923283613502456
Alert Eyes,0.9203376799594523
Alert Eyes,0.5600620223207095
Alert Eyes,20.683141496460745
Alert Eyes,0.7962863812218038
Tired Eyes,28.406180244894916
Alert Eyes,0.932309743243728
Alert Eyes,0.8587263458137446
Alert Eyes,2.2792550958105164
Alert Eyes,1.1934054150559579
Alert Eyes,2.444634637530827
Alert Eyes,10.255850478433093
Alert Eyes,0
Alert Eyes,1.0118516022726631
Alert Eyes,34.79627837322143
Alert Eyes,1.0057812339608088
Alert Eyes,0.9946660832980857
Alert Eyes,43.19129662306815
Alert Eyes,0.8067755637165798
Alert Eyes,28.997641849695285
Alert Eyes,1.2182981683133902
Alert Eyes,0.8559046601158841
Alert Eyes,10.844796503259643
Alert Eyes,13.288663233542216
Alert Eyes,7.439156508467349
Alert Eyes,4.226748240255233
Alert Eyes,0.4176768060149208
Alert Eyes,inf
Alert Eyes,0.7449162500411779
Alert Eyes,0.7974689938303171
Alert Eyes,inf
Alert Eyes,0.6474735316181038
Tired Eyes,inf
Alert Eyes,9.590497490274979
Alert Eyes,0.6712528409677545
Alert Eyes,0.6474726333843698
Tired Eyes,5.1262463171890875
Alert Eyes,0.9634062344470147
Alert Eyes,1.1257194303748932
Alert Eyes,1.2285517794448242
Alert Eyes,0.6826490713818784
Alert Eyes,0.9727799681700541
Alert Eyes,0.7780926673828209
Alert Eyes,1.1784307114626384
Alert Eyes,0.5157321153116844
Alert Eyes,1.4464752044366476
Alert Eyes,1.7066456636839602
Alert Eyes,0.9602651492224535
Alert Eyes,19.674209947410656
Alert Eyes,14.074085988181915
Alert Eyes,1.065601463490475
Alert Eyes,7.465725110995913
Alert Eyes,1.7107415650248
Alert Eyes,0.9986945831640328
Alert Eyes,1.0274033196471308
Alert Eyes,0.9241312208749672
Alert Eyes,0.8460951741702492
Tired Eyes,inf
Alert Eyes,inf
Alert Eyes,85.30292145430768
Alert Eyes,1.0080169272725799
Tired Eyes,0.4973080439983136
Alert Eyes,27.381172837339907
Alert Eyes,5.011653635437067
Alert Eyes,71.70869832439799
Alert Eyes,11.449929453516203
Alert Eyes,7.522735747367001
Alert Eyes,2.019678177199067
Alert Eyes,22.291810344054575
Alert Eyes,0.774048465843564
Alert Eyes,0.7208374364903212
Alert Eyes,inf
Alert Eyes,14.116200505590745
Alert Eyes,inf
Alert Eyes,31.139748512942266
Alert Eyes,15.81339799905343
Alert Eyes,33.51427603251292
Alert Eyes,21.246128105745047
Alert Eyes,inf
Alert Eyes,1.000670137068036
Alert Eyes,17.02615904370582
Tired Eyes,3.196697370591119
Alert Eyes,0.9993092890700593
Alert Eyes,57.25198250065442
Alert Eyes,0.6386868613465425
Alert Eyes,9.548373639906076
Alert Eyes,42.83710483732884
Tired Eyes,61.45837891570841
Alert Eyes,1.1375763884094061
Tired Eyes,0.45091190257239194
Alert Eyes,1.0385958429686482
Alert Eyes,0.7127431368802127
Alert Eyes,10.229345717641293
Alert Eyes,inf
Tired Eyes,80.2473997425851
Alert Eyes,46.280180422115855
Alert Eyes,90.6648538741924
Alert Eyes,54.968108587344915
Alert Eyes,inf
Alert Eyes,20.105090495086433
Alert Eyes,27.099819598825228
Alert Eyes,23.763671043205505
Alert Eyes,0.9801372477325637
Alert Eyes,1.3167291568469452
Alert Eyes,1.8993431915126884
Alert Eyes,0.728312808583652
Alert Eyes,0.5755031302782885
Alert Eyes,0.7794748078360807
Alert Eyes,0.6551316996657468
Tired Eyes,10.537719356568578
Alert Eyes,5.944050205188899
Alert Eyes,16.71922328502392
Alert Eyes,16.361317569707477
Alert Eyes,0.5448009323144167
Alert Eyes,0.6955572211322301
Tired Eyes,0.9752984540216882
Tired Eyes,39.456438307554656
Alert Eyes,0.982931417989528
Alert Eyes,1.0643239467027186
Alert Eyes,inf
Alert Eyes,1.253664339848048
Tired Eyes,0.614399899777303
Alert Eyes,0.7504824261946134
Alert Eyes,13.52007880932197
Alert Eyes,0.7880357844064543
Alert Eyes,0.8929418835132625
Alert Eyes,0.677757064674558
Alert Eyes,1.8749451076175283
Alert Eyes,3.5845851187507973
Tired Eyes,0.18333648721705945
Alert Eyes,0.7626058000724232
Alert Eyes,31.748540715877947
Alert Eyes,29.816382472395325
Alert Eyes,0.696473053985243
Alert Eyes,21.157431941061965
Alert Eyes,1.036805304173051
Alert Eyes,10.554592671415922
Alert Eyes,28.581777344348964
Alert Eyes,0.963272123027618
Tired Eyes,1.0445975368693474
Alert Eyes,1.3918989987605834
Alert Eyes,115.03969081011583
Alert Eyes,0.8552286622723759
Alert Eyes,32.84143904575682
Alert Eyes,1.1013217631282868
Alert Eyes,0.8542495839894377
Tired Eyes,0.8394340077589898
Alert Eyes,10.513758466947808
Alert Eyes,14.90474649582756
Alert Eyes,45.855400762759274
Alert Eyes,0.8648216749027747
Alert Eyes,0.6779275584211903
Alert Eyes,0
Alert Eyes,0.5185912098448748
Alert Eyes,0.9327451400206827
Alert Eyes,0.8301087103319823
Alert Eyes,inf
Tired Eyes,0.5020051088737794
Alert Eyes,0.7277183472099035
Alert Eyes,0.8382264599868493
Alert Eyes,42.859864067284114
Tired Eyes,0.7936600319825535
Tired Eyes,0
Alert Eyes,0.8552114014956019
Alert Eyes,1.2135461794309883
Alert Eyes,3.154683298063395
Alert Eyes,0.30320763450989885
Alert Eyes,23.555378808870966
Alert Eyes,1.0002332757895265
Alert Eyes,0.5099439711789586
Alert Eyes,0
Alert Eyes,0
Alert Eyes,0.8310115192641074
Alert Eyes,1.4793032919476912
Alert Eyes,0
Alert Eyes,0.6595206544477114
Alert Eyes,inf
Alert Eyes,20.641136166977212
Alert Eyes,1.61821319537707
Alert Eyes,1.7603180652128056
Tired Eyes,42.67855317720972
Alert Eyes,0.8375830090320872
Alert Eyes,0
Alert Eyes,1.2631008168803224
Alert Eyes,1.0264841208686222
Alert Eyes,89.58777769703585
Alert Eyes,0.9715362501482202
Alert Eyes,0.9582605798196335
Alert Eyes,1.067470375156484
Alert Eyes,0.9755769141461738
Alert Eyes,1.2001303008338646
Alert Eyes,1.2986181538952681
Alert Eyes,2.2414411534415732
Alert Eyes,1.3205329136970636
Alert Eyes,1.2608073625840515
Alert Eyes,1.726260305055633
Alert Eyes,0.9671365413357543
Alert Eyes,18.809050817396518
Alert Eyes,55.37624376906287
Alert Eyes,0
Alert Eyes,86.91190859839858
Alert Eyes,inf
Alert Eyes,1.3769590227273014
Alert Eyes,0.8779158700402974
Tired Eyes,0.4916631305025778
Tired Eyes,0.03311825985134678
Tired Eyes,0.5225923973191637
Alert Eyes,0.8540673517765832
Alert Eyes,22.969410177337377
Alert Eyes,1.368587732054527
Alert Eyes,0.6826292914913598
Alert Eyes,1.0354258193853605
Tired Eyes,inf
Tired Eyes,0.7598730214865657
Alert Eyes,0.9895438331076433
Alert Eyes,13.64397099773168
Alert Eyes,6.179745847180112
Alert Eyes,1.1493683948268756
Alert Eyes,0.9862289149458174
Alert Eyes,0.5
Alert Eyes,1.0137267101174103
Alert Eyes,40.84028427413929
Alert Eyes,0.9063298989400435
Alert Eyes,0.7404730866654509
Alert Eyes,7.342475840966794
Alert Eyes,1.0059425198308762
Alert Eyes,0
Alert Eyes,0.39350589294844784
Alert Eyes,11.793670407179883
Alert Eyes,39.18767087619533
Tired Eyes,20.661036957325216
Alert Eyes,128.20710678118655
Alert Eyes,40.80396490521313
Alert Eyes,2.598082366521234
Alert Eyes,2.763281420022859
Alert Eyes,1.2319060878991623
Alert Eyes,0.4797218679990405
Alert Eyes,0
Alert Eyes,1.4328268018979153
Alert Eyes,0.5538925378324016
Alert Eyes,0.5455631619782669
Alert Eyes,0.8164322103737327
Alert Eyes,1.529814868715794
Alert Eyes,5.011685740839269
Alert Eyes,0.8404434354935167
Tired Eyes,0.36793083229403883
Alert Eyes,0.5094888597836177
Alert Eyes,inf
Alert Eyes,0.7875406704137715
Alert Eyes,0.8231173078696824
Alert Eyes,0.83840195648063
Alert Eyes,0.7580506056352725
Alert Eyes,56.329172902138595
Alert Eyes,0.7880419032205563
Alert Eyes,0.8258335264251793
Alert Eyes,4.737777924679952
Alert Eyes,0.6366390039051111
Alert Eyes,1.696246079472953
Alert Eyes,1.1994152788948957
Alert Eyes,0
Alert Eyes,0
Alert Eyes,1.1437416231400375
Alert Eyes,0
Alert Eyes,13.934153922225802
Alert Eyes,1.0664282201251136
Alert Eyes,1.1203096806450574
Alert Eyes,9.307084142926705
Alert Eyes,2.886784449836339
Alert Eyes,4.5496964137188805
Alert Eyes,0.9398941441690347
Alert Eyes,0.9554779725875076
Alert Eyes,1.0053765980733915
Alert Eyes,0.5312236115355152
Alert Eyes,1.0205190759888818
Alert Eyes,1.2158123617596936
Alert Eyes,0
Alert Eyes,16.958646704157896
Alert Eyes,0.7816294094771575
Alert Eyes,inf
Alert Eyes,1.0400888242353161
Alert Eyes,0
Tired Eyes,0.636389269520483
Alert Eyes,3.726732011975099
Alert Eyes,37.321889054322796
Alert Eyes,1.0519925989870569
Alert Eyes,2.769049196950746
Alert Eyes,0.6879438484385108
Alert Eyes,0.877873789923695
Alert Eyes,0.9931904530814704
Alert Eyes,0.752248903921397
Alert Eyes,0.8929341483693618
Alert Eyes,7.876039945101728
Alert Eyes,0.8112346337406691
Alert Eyes,0
Tired Eyes,0.6894707328069102
Alert Eyes,33.21025875354526
Alert Eyes,1.109742429362606
Alert Eyes,0.8200954428242081
Alert Eyes,0.9126745763621614
Alert Eyes,0.8363871144353086
Alert Eyes,1.0245341527277418
Alert Eyes,14.745279812409708
Alert Eyes,0.8924016244391424
Alert Eyes,0.6618122968196257
Alert Eyes,0.568608671556279
Alert Eyes,0.6492475782062399
Alert Eyes,15.543953045930968
Alert Eyes,3.383368124413744
Alert Eyes,11.862973428278258
Alert Eyes,0.6777976744065579
Alert Eyes,5.662225789805088
Alert Eyes,1.0476331119703046
Alert Eyes,0.9374687831787591
Alert Eyes,0.8773745299759614
Alert Eyes,4.23146109911716
Alert Eyes,2.622342336690673
Alert Eyes,3.001888413663001
Alert Eyes,1.0803643002522314
Alert Eyes,18.266865668422145
Alert Eyes,2.1846478321858513
Alert Eyes,0
Tired Eyes,0.07390640892078762
Tired Eyes,3.84384916554149
Alert Eyes,64.53033976109687
Alert Eyes,11.198573274426076
Alert Eyes,0.868036097289964
Alert Eyes,1.0
Tired Eyes,0.4192660888381882
Alert Eyes,inf
Alert Eyes,1.0606601717798212
Alert Eyes,inf
Alert Eyes,0.997040449477343
Alert Eyes,0
Alert Eyes,2.272771627525094
Alert Eyes,0
Alert Eyes,1.1718292482622445
Alert Eyes,0
Alert Eyes,1.6570861502754175
Alert Eyes,4.348854523123283
Alert Eyes,7.845188984002474
Alert Eyes,1.3975895323329848
Alert Eyes,2.2679566195216867
Alert Eyes,0.7287086168709169
Alert Eyes,0.6234912532629795
Alert Eyes,0.8703384850138424
Alert Eyes,0
Tired Eyes,2.0180953395012757
Alert Eyes,0.4257477144276023
Tired Eyes,0.6058170766083696
Alert Eyes,0.8012408239398686
Tired Eyes,0.48263587932439
Alert Eyes,23.47900750067906
Alert Eyes,4.339965951860472
Tired Eyes,0.7973098207702233
Alert Eyes,127.8746357156164
Alert Eyes,1.0744189996815745
Alert Eyes,inf
Alert Eyes,0.8827814623394018
Alert Eyes,0.7569943367882841
Alert Eyes,0.6506763142672022
Alert Eyes,16.349384557971007
Alert Eyes,0.6853504734178066
Alert Eyes,0
Alert Eyes,1.0990990583862235
Alert Eyes,17.12309463643817
Alert Eyes,1.0103449445007688
Alert Eyes,0.9302826086649955
Alert Eyes,1.1067859553047332
Alert Eyes,8.568613808793796
Alert Eyes,0
Alert Eyes,1.0327795695466642
Alert Eyes,179.0496355857941
Alert Eyes,0.6967611824684402
Alert Eyes,34.644520861117364
Alert Eyes,0.6815388123523469
Alert Eyes,1.9357409970806774
Alert Eyes,4.137234463369848
Alert Eyes,64.89099993130444
Alert Eyes,81.66338465714519
Alert Eyes,4.750824052562485
Alert Eyes,0
Alert Eyes,62.26764656794345
