Eyes Closed Status,Open Eyes Ratio
Alert Eyes,1.0
Alert Eyes,1.0
Alert Eyes,1.0
Alert Eyes,0.9333333333333333
Alert Eyes,0.8823529411764706
Alert Eyes,0.9
Alert Eyes,0.92
Alert Eyes,0.9285714285714286
Alert Eyes,0.9354838709677419
Alert Eyes,0.9411764705882353
Alert Eyes,0.9459459459459459
Alert Eyes,0.9487179487179487
Alert Eyes,0.9512195121951219
Alert Eyes,0.9534883720930233
Alert Eyes,0.9347826086956522
Alert Eyes,0.94
Alert Eyes,0.9444444444444444
Alert Eyes,0.9482758620689655
Alert Eyes,0.9516129032258065
Alert Eyes,0.9516129032258065
Alert Eyes,0.9516129032258065
Alert Eyes,0.9516129032258065
Alert Eyes,0.9516129032258065
Alert Eyes,0.9516129032258065
Alert Eyes,0.9516129032258065
Alert Eyes,0.9516129032258065
Alert Eyes,0.9516129032258065
Alert Eyes,0.9538461538461539
Alert Eyes,0.9538461538461539
Alert Eyes,0.9565217391304348
Tired Eyes,0.9436619718309859
Tired Eyes,0.9436619718309859
Tired Eyes,0.9436619718309859
Tired Eyes,0.9436619718309859
Tired Eyes,0.9436619718309859
Tired Eyes,0.9436619718309859
Tired Eyes,0.9436619718309859
Tired Eyes,0.9436619718309859
Tired Eyes,0.9436619718309859
Alert Eyes,0.9459459459459459
Alert Eyes,0.9466666666666667
Alert Eyes,0.9466666666666667
Alert Eyes,0.948051948051948
Alert Eyes,0.95
Alert Eyes,0.9523809523809523
Alert Eyes,0.9540229885057471
Alert Eyes,0.9550561797752809
Alert Eyes,0.946236559139785
Alert Eyes,0.9381443298969072
Alert Eyes,0.9306930693069307
Alert Eyes,0.9333333333333333
Alert Eyes,0.9369369369369369
Alert Eyes,0.9385964912280702
Alert Eyes,0.9316239316239316
Alert Eyes,0.9349593495934959
Alert Eyes,0.9375
Alert Eyes,0.9328358208955224
Alert Eyes,0.9347826086956522
Alert Eyes,0.9375
Alert Eyes,0.9391891891891891
Alert Eyes,0.9411764705882353
Alert Eyes,0.9426751592356688
Alert Eyes,0.94375
Alert Eyes,0.9454545454545454
Alert Eyes,0.9467455621301775
Alert Eyes,0.9476744186046512
Alert Eyes,0.9485714285714286
Tired Eyes,0.9447513812154696
Alert Eyes,0.946236559139785
Alert Eyes,0.9470899470899471
Alert Eyes,0.9484536082474226
Alert Eyes,0.9494949494949495
Alert Eyes,0.9504950495049505
Alert Eyes,0.9514563106796117
Alert Eyes,0.9473684210526315
Alert Eyes,0.9436619718309859
Alert Eyes,0.9406392694063926
Alert Eyes,0.9417040358744395
Alert Eyes,0.9424778761061947
Alert Eyes,0.9434782608695652
Alert Eyes,0.9444444444444444
Alert Eyes,0.9451476793248945
Alert Eyes,0.9416666666666667
Alert Eyes,0.9426229508196722
Alert Eyes,0.943089430894309
Alert Eyes,0.9437751004016064
Alert Eyes,0.9446640316205533
Alert Eyes,0.9453125
Alert Eyes,0.9457364341085271
Alert Eyes,0.946360153256705
Alert Eyes,0.9467680608365019
Alert Eyes,0.9471698113207547
Alert Eyes,0.9479553903345725
Alert Eyes,0.9487179487179487
Alert Eyes,0.9494584837545126
Alert Eyes,0.9498207885304659
Alert Eyes,0.95
Alert Eyes,0.9501779359430605
Alert Eyes,0.950354609929078
Alert Eyes,0.951048951048951
Alert Eyes,0.9515570934256056
Alert Eyes,0.9522184300341296
Alert Eyes,0.9527027027027027
Alert Eyes,0.9533333333333334
Alert Eyes,0.9539473684210527
Alert Eyes,0.9546925566343042
Alert Eyes,0.9552715654952076
Alert Eyes,0.9558359621451105
Alert Eyes,0.953416149068323
Alert Eyes,0.9539877300613497
Alert Eyes,0.9545454545454546
Alert Eyes,0.9556213017751479
Alert Eyes,0.9563953488372093
Alert Eyes,0.9541547277936963
Alert Eyes,0.952112676056338
Alert Eyes,0.9527777777777777
Alert Eyes,0.9508196721311475
Alert Eyes,0.9490616621983914
Alert Eyes,0.9498680738786279
Alert Eyes,0.9506493506493506
Tired Eyes,0.9487179487179487
Alert Eyes,0.949238578680203
Alert Eyes,0.9473684210526315
Alert Eyes,0.9481481481481482
Alert Eyes,0.9485294117647058
Alert Eyes,0.9491525423728814
Alert Eyes,0.9473684210526315
Alert Eyes,0.9478672985781991
Alert Eyes,0.9483568075117371
Alert Eyes,0.9484777517564403
Alert Eyes,0.9484777517564403
Alert Eyes,0.9484777517564403
Alert Eyes,0.9484777517564403
Alert Eyes,0.9484777517564403
Alert Eyes,0.9484777517564403
Alert Eyes,0.9484777517564403
Alert Eyes,0.9484777517564403
Alert Eyes,0.9484777517564403
Alert Eyes,0.9484777517564403
Alert Eyes,0.9484777517564403
Alert Eyes,0.9484777517564403
Alert Eyes,0.9484777517564403
Alert Eyes,0.9484777517564403
Alert Eyes,0.9484777517564403
Alert Eyes,0.9484777517564403
Alert Eyes,0.9484777517564403
Alert Eyes,0.9484777517564403
Alert Eyes,0.9484777517564403
Alert Eyes,0.9484777517564403
Alert Eyes,0.9484777517564403
Alert Eyes,0.9484777517564403
Alert Eyes,0.9484777517564403
Alert Eyes,0.9484777517564403
Alert Eyes,0.9484777517564403
Alert Eyes,0.9485981308411215
Alert Eyes,0.9485981308411215
Alert Eyes,0.9485981308411215
Alert Eyes,0.9485981308411215
Alert Eyes,0.9485981308411215
Alert Eyes,0.9485981308411215
Alert Eyes,0.9485981308411215
Alert Eyes,0.9485981308411215
Alert Eyes,0.9485981308411215
Alert Eyes,0.9485981308411215
Alert Eyes,0.9485981308411215
Alert Eyes,0.9485981308411215
Alert Eyes,0.9485981308411215
Alert Eyes,0.9485981308411215
Alert Eyes,0.9487179487179487
Alert Eyes,0.9490740740740741
Alert Eyes,0.9494252873563218
Alert Eyes,0.9496567505720824
Alert Eyes,0.9498861047835991
Alert Eyes,0.9501133786848073
Alert Eyes,0.9504504504504504
Alert Eyes,0.9506726457399103
Alert Eyes,0.9508928571428571
Alert Eyes,0.9512195121951219
Alert Eyes,0.9514348785871964
Alert Eyes,0.9516483516483516
Alert Eyes,0.9518599562363238
Alert Eyes,0.9520697167755992
Alert Eyes,0.9522776572668112
Alert Eyes,0.9524838012958964
Alert Eyes,0.9526881720430107
Alert Eyes,0.9529914529914529
Alert Eyes,0.9532908704883227
Alert Eyes,0.9534883720930233
Alert Eyes,0.9536842105263158
Alert Eyes,0.9538784067085954
Alert Eyes,0.9541666666666667
Alert Eyes,0.9542619542619543
Alert Eyes,0.9545454545454546
Alert Eyes,0.9549180327868853
Alert Eyes,0.9551020408163265
Alert Eyes,0.9552845528455285
Alert Eyes,0.9555555555555556
Alert Eyes,0.9558232931726908
Alert Eyes,0.9561752988047809
Alert Eyes,0.9565217391304348
Alert Eyes,0.9569471624266145
Alert Eyes,0.9572815533980582
Alert Eyes,0.9576107899807321
Alert Eyes,0.9578544061302682
Alert Eyes,0.9581749049429658
Alert Eyes,0.9585687382297552
Alert Eyes,0.9588014981273408
Alert Eyes,0.9591078066914498
Alert Eyes,0.9593345656192237
Alert Eyes,0.9594843462246777
Alert Eyes,0.9597069597069597
Alert Eyes,0.9598540145985401
Alert Eyes,0.9601449275362319
Alert Eyes,0.9601449275362319
Alert Eyes,0.9603603603603603
Alert Eyes,0.9603603603603603
Alert Eyes,0.9603603603603603
Alert Eyes,0.9603603603603603
Alert Eyes,0.9603603603603603
Alert Eyes,0.9603603603603603
Alert Eyes,0.9603603603603603
Alert Eyes,0.9605026929982047
Alert Eyes,0.9605026929982047
Alert Eyes,0.9605026929982047
Alert Eyes,0.9605026929982047
Alert Eyes,0.9605026929982047
Alert Eyes,0.960644007155635
Alert Eyes,0.9609236234458259
Alert Eyes,0.9595070422535211
Alert Eyes,0.9595070422535211
Alert Eyes,0.9599303135888502
Alert Eyes,0.9599303135888502
Alert Eyes,0.9603448275862069
Alert Eyes,0.9607508532423208
Alert Eyes,0.9593908629441624
Alert Eyes,0.9595959595959596
Alert Eyes,0.9597989949748744
Alert Eyes,0.959866220735786
Alert Eyes,0.9601990049751243
Alert Eyes,0.9601990049751243
Alert Eyes,0.9601990049751243
Alert Eyes,0.9601990049751243
Alert Eyes,0.9601990049751243
Alert Eyes,0.9601990049751243
Alert Eyes,0.9601990049751243
Alert Eyes,0.9601990049751243
Alert Eyes,0.9601990049751243
Alert Eyes,0.9601990049751243
Alert Eyes,0.9601990049751243
Alert Eyes,0.9601990049751243
Alert Eyes,0.9601990049751243
Alert Eyes,0.9602649006622517
Alert Eyes,0.9602649006622517
Alert Eyes,0.9605263157894737
Alert Eyes,0.9607843137254902
Alert Eyes,0.9607843137254902
Tired Eyes,0.959349593495935
Alert Eyes,0.959546925566343
Alert Eyes,0.9596774193548387
Tired Eyes,0.9584
Alert Eyes,0.9571428571428572
Alert Eyes,0.957345971563981
Alert Eyes,0.9545454545454546
Alert Eyes,0.9532710280373832
Alert Eyes,0.9520865533230294
Alert Eyes,0.9507692307692308
Alert Eyes,0.9509954058192955
Alert Eyes,0.9512195121951219
Alert Eyes,0.9515151515151515
Alert Eyes,0.951734539969834
Alert Eyes,0.9519519519519519
Alert Eyes,0.9519519519519519
Alert Eyes,0.9519519519519519
Alert Eyes,0.9521674140508222
Alert Eyes,0.9523809523809523
Alert Eyes,0.9525925925925925
Alert Eyes,0.9513274336283186
Alert Eyes,0.9502196193265008
Tired Eyes,0.9489795918367347
Alert Eyes,0.9493487698986975
Alert Eyes,0.9496402877697842
Alert Eyes,0.9484978540772532
Alert Eyes,0.9474431818181818
Alert Eyes,0.9476661951909476
Alert Eyes,0.9478873239436619
Alert Eyes,0.9481792717086834
Alert Eyes,0.9470013947001394
Alert Eyes,0.9472954230235784
Alert Eyes,0.9476584022038568
Alert Eyes,0.947945205479452
Alert Eyes,0.9482993197278912
Alert Eyes,0.9472259810554804
Alert Eyes,0.9475806451612904
Alert Eyes,0.9479305740987984
Alert Eyes,0.9482071713147411
Alert Eyes,0.9484808454425363
Alert Eyes,0.9486842105263158
Alert Eyes,0.9490196078431372
Alert Eyes,0.9491525423728814
Alert Eyes,0.9493506493506494
Alert Eyes,0.9494818652849741
Alert Eyes,0.9496774193548387
Alert Eyes,0.9498714652956298
Alert Eyes,0.95
Alert Eyes,0.9501278772378516
Alert Eyes,0.9502551020408163
Alert Eyes,0.9504447268106735
Alert Eyes,0.950507614213198
Alert Eyes,0.950632911392405
Alert Eyes,0.9508196721311475
Alert Eyes,0.9510050251256281
Alert Eyes,0.9510664993726474
Alert Eyes,0.951188986232791
Alert Eyes,0.9513715710723192
Alert Eyes,0.9514925373134329
Alert Eyes,0.9516728624535316
Alert Eyes,0.9505562422744128
Alert Eyes,0.9495073891625616
Alert Eyes,0.9496314496314496
Alert Eyes,0.9498164014687882
Alert Eyes,0.9500609013398295
Alert Eyes,0.9491525423728814
Alert Eyes,0.9493365500603136
Alert Eyes,0.9495798319327731
Alert Eyes,0.9497607655502392
Alert Eyes,0.9497607655502392
Alert Eyes,0.9497607655502392
Alert Eyes,0.9497607655502392
Alert Eyes,0.9497607655502392
Alert Eyes,0.9497607655502392
Alert Eyes,0.9497607655502392
Alert Eyes,0.9497607655502392
Alert Eyes,0.9497607655502392
Alert Eyes,0.9488095238095238
Alert Eyes,0.9489916963226572
Alert Eyes,0.9491725768321513
Alert Eyes,0.9492924528301887
Alert Eyes,0.9494712103407755
Alert Eyes,0.949648711943794
Alert Eyes,0.9497663551401869
Alert Eyes,0.9498834498834499
Alert Eyes,0.9500580720092915
Alert Eyes,0.9502314814814815
Alert Eyes,0.9504036908881199
Alert Eyes,0.9505747126436782
Alert Eyes,0.9496567505720824
Alert Eyes,0.9496567505720824
Alert Eyes,0.9498289623717218
Alert Eyes,0.95
Alert Eyes,0.9501698754246886
Alert Eyes,0.9503945885005637
Alert Eyes,0.950561797752809
Alert Eyes,0.9506726457399103
Alert Eyes,0.9508379888268157
Alert Eyes,0.9511111111111111
Alert Eyes,0.9502212389380531
Alert Eyes,0.9504950495049505
Alert Eyes,0.9504950495049505
Alert Eyes,0.9504950495049505
Alert Eyes,0.9504950495049505
Alert Eyes,0.9504950495049505
Alert Eyes,0.9504950495049505
Alert Eyes,0.9507658643326039
Alert Eyes,0.9507658643326039
Alert Eyes,0.9508733624454149
Alert Eyes,0.9510337323177367
Alert Eyes,0.9511930585683297
Alert Eyes,0.9502702702702702
Alert Eyes,0.9503775620280475
Alert Eyes,0.9503775620280475
Alert Eyes,0.9505376344086022
Alert Eyes,0.9506437768240343
Alert Eyes,0.9507494646680942
Alert Eyes,0.9499467518636848
Alert Eyes,0.9500531349628055
Alert Eyes,0.9502118644067796
Alert Eyes,0.9503695881731784
Alert Eyes,0.9503695881731784
Alert Eyes,0.9503695881731784
Alert Eyes,0.9503695881731784
Alert Eyes,0.9503695881731784
Alert Eyes,0.9503695881731784
Alert Eyes,0.9503695881731784
Alert Eyes,0.9503695881731784
Alert Eyes,0.9503695881731784
Alert Eyes,0.9503695881731784
Alert Eyes,0.9503695881731784
Alert Eyes,0.9503695881731784
Alert Eyes,0.9505263157894737
Alert Eyes,0.950682056663169
Alert Eyes,0.9509394572025052
Tired Eyes,0.9501557632398754
Alert Eyes,0.9504643962848297
Alert Eyes,0.9506172839506173
Alert Eyes,0.9507692307692308
Tired Eyes,0.95
Alert Eyes,0.9501018329938901
Alert Eyes,0.9502032520325203
Alert Eyes,0.9503042596348884
Alert Eyes,0.9504048582995951
Alert Eyes,0.9505050505050505
Tired Eyes,0.9496981891348089
Alert Eyes,0.9497991967871486
Alert Eyes,0.9498997995991983
Tired Eyes,0.949
Tired Eyes,0.949
Tired Eyes,0.949
Tired Eyes,0.949
Tired Eyes,0.949
Alert Eyes,0.9491017964071856
Alert Eyes,0.9492537313432836
Alert Eyes,0.9494047619047619
Alert Eyes,0.9495049504950495
Tired Eyes,0.9486673247778875
Alert Eyes,0.9488188976377953
Tired Eyes,0.9479882237487733
Alert Eyes,0.9480901077375122
Alert Eyes,0.9482421875
Alert Eyes,0.9483430799220273
Alert Eyes,0.9484435797665369
Alert Eyes,0.9485935984481086
Alert Eyes,0.9487427466150871
Alert Eyes,0.9488910318225651
Alert Eyes,0.9490384615384615
Alert Eyes,0.9491362763915547
Alert Eyes,0.9492822966507177
Alert Eyes,0.9494274809160306
Alert Eyes,0.9495238095238095
Alert Eyes,0.949667616334283
Alert Eyes,0.9498106060606061
Tired Eyes,0.9490566037735849
Alert Eyes,0.9491525423728814
Alert Eyes,0.949343339587242
Alert Eyes,0.9494855004677268
Alert Eyes,0.9496268656716418
Alert Eyes,0.9497674418604651
Alert Eyes,0.9498607242339833
Alert Eyes,0.9498607242339833
Alert Eyes,0.9499072356215214
Alert Eyes,0.9499536607970342
Alert Eyes,0.95
Alert Eyes,0.9500924214417745
Alert Eyes,0.9502304147465438
Alert Eyes,0.9503219871205152
Alert Eyes,0.9503219871205152
Alert Eyes,0.9503219871205152
Alert Eyes,0.9503219871205152
Alert Eyes,0.9503219871205152
Alert Eyes,0.9503219871205152
Tired Eyes,0.9495412844036697
Alert Eyes,0.94967978042086
Tired Eyes,0.9489516864175023
Alert Eyes,0.9482288828337875
Alert Eyes,0.9475113122171945
Alert Eyes,0.9476534296028881
Alert Eyes,0.947841726618705
Alert Eyes,0.9479820627802691
Alert Eyes,0.9481216457960644
Alert Eyes,0.9473684210526315
Alert Eyes,0.947508896797153
Alert Eyes,0.9467613132209406
Alert Eyes,0.9460176991150443
Alert Eyes,0.9461606354810238
Tired Eyes,0.9454705364995603
Tired Eyes,0.9454705364995603
Alert Eyes,0.9447852760736196
Alert Eyes,0.9449300699300699
Alert Eyes,0.9450741063644289
Alert Eyes,0.9452173913043478
Alert Eyes,0.9454072790294628
Alert Eyes,0.9455958549222798
Alert Eyes,0.9449225473321858
Alert Eyes,0.9450171821305842
Alert Eyes,0.9451114922813036
Alert Eyes,0.9452054794520548
Alert Eyes,0.9452991452991453
Alert Eyes,0.9453924914675768
Alert Eyes,0.945531914893617
Alert Eyes,0.945624468988955
Alert Eyes,0.9449152542372882
Alert Eyes,0.9451013513513513
Alert Eyes,0.945240101095198
Alert Eyes,0.945424013434089
Alert Eyes,0.9456066945606695
Alert Eyes,0.9449081803005008
Alert Eyes,0.945
Alert Eyes,0.9450915141430949
Alert Eyes,0.9452282157676348
Alert Eyes,0.9453189726594863
Alert Eyes,0.9454094292803971
Tired Eyes,0.9447194719471947
Alert Eyes,0.9448559670781893
Alert Eyes,0.9449465899753492
Alert Eyes,0.9450819672131148
Tired Eyes,0.9443535188216039
Alert Eyes,0.9445350734094616
Alert Eyes,0.9446254071661238
Alert Eyes,0.9447154471544715
Alert Eyes,0.9448946515397083
Alert Eyes,0.9450282942603072
Alert Eyes,0.9451612903225807
Alert Eyes,0.9452936444086887
Alert Eyes,0.944578313253012
Alert Eyes,0.9446672012830793
Alert Eyes,0.9448441247002398
Alert Eyes,0.9450199203187251
Alert Eyes,0.9451510333863276
Alert Eyes,0.9452815226011102
Alert Eyes,0.945324881141046
Alert Eyes,0.9446640316205533
Alert Eyes,0.9440504334121356
Alert Eyes,0.9441384736428009
Alert Eyes,0.9442262372348782
Alert Eyes,0.9443137254901961
Alert Eyes,0.9437060203283816
Tired Eyes,0.9431021044427124
Alert Eyes,0.9432348367029549
Alert Eyes,0.943366951124903
Alert Eyes,0.9434984520123839
Tired Eyes,0.9428571428571428
Alert Eyes,0.9422187981510015
Alert Eyes,0.9423520368946964
Alert Eyes,0.942572741194487
Alert Eyes,0.9426605504587156
Alert Eyes,0.9427917620137299
Alert Eyes,0.9422053231939164
Alert Eyes,0.9422930903568717
Alert Eyes,0.9424678274034822
Alert Eyes,0.9425981873111783
Alert Eyes,0.9428141459744168
Alert Eyes,0.9429429429429429
Alert Eyes,0.9431137724550899
Alert Eyes,0.9432412247946228
Alert Eyes,0.9433681073025335
Alert Eyes,0.9434944237918216
Alert Eyes,0.9436201780415431
Alert Eyes,0.9437453737971873
Alert Eyes,0.9438700147710487
Alert Eyes,0.9439941046425939
Tired Eyes,0.9433823529411764
Alert Eyes,0.9436310395314788
Alert Eyes,0.9437956204379562
Alert Eyes,0.9432727272727273
Alert Eyes,0.9433962264150944
Alert Eyes,0.942795076031861
Tired Eyes,0.9422799422799423
Alert Eyes,0.9424046076313894
Tired Eyes,0.9411342426417804
Alert Eyes,0.9413027916964924
Alert Eyes,0.9413447782546495
Alert Eyes,0.9408831908831908
Alert Eyes,0.9409672830725462
Tired Eyes,0.9403409090909091
Alert Eyes,0.9404255319148936
Alert Eyes,0.9405940594059405
Alert Eyes,0.9407616361071932
Alert Eyes,0.940225035161744
Alert Eyes,0.9403927068723703
Alert Eyes,0.9406009783368274
Alert Eyes,0.9400278940027894
Alert Eyes,0.9401530967292971
Alert Eyes,0.9402777777777778
Alert Eyes,0.9404019404019404
Alert Eyes,0.9405255878284924
Alert Eyes,0.9399585921325052
Alert Eyes,0.9400826446280992
Alert Eyes,0.9402472527472527
Tired Eyes,0.9397260273972603
Alert Eyes,0.9399317406143345
Alert Eyes,0.9400544959128065
Alert Eyes,0.9401767505098573
Alert Eyes,0.9395790902919212
Alert Eyes,0.9396610169491525
Tired Eyes,0.9390656736628301
Tired Eyes,0.9378378378378378
Alert Eyes,0.9379635873229939
Alert Eyes,0.9380888290713324
Alert Eyes,0.9369973190348525
Alert Eyes,0.937123745819398
Tired Eyes,0.9365397461589846
Alert Eyes,0.9366666666666666
Alert Eyes,0.9368351063829787
Alert Eyes,0.9369608493696084
Alert Eyes,0.9364659166115156
Alert Eyes,0.9365499008592201
Alert Eyes,0.9366754617414248
Alert Eyes,0.9368836291913215
Tired Eyes,0.9363099146421536
Alert Eyes,0.9363934426229508
Alert Eyes,0.9364767518009168
Alert Eyes,0.9365598430346632
Alert Eyes,0.9366427171783148
Alert Eyes,0.9367253750815394
Alert Eyes,0.936890045543266
Alert Eyes,0.937012987012987
Alert Eyes,0.937094682230869
Alert Eyes,0.9371761658031088
Tired Eyes,0.9367333763718528
Alert Eyes,0.9368149580915538
Alert Eyes,0.9369369369369369
Alert Eyes,0.9369774919614148
Alert Eyes,0.9371391917896087
Alert Eyes,0.9373401534526854
Alert Eyes,0.9368622448979592
Tired Eyes,0.936346276257161
Alert Eyes,0.9358730158730159
Alert Eyes,0.9359543436905516
Alert Eyes,0.9360759493670886
Alert Eyes,0.936197094125079
Alert Eyes,0.9362776025236593
Alert Eyes,0.9357682619647355
Alert Eyes,0.9358893777498428
Alert Eyes,0.9360100376411543
Alert Eyes,0.9361302442078898
Tired Eyes,0.935625
Alert Eyes,0.935785536159601
Alert Eyes,0.9358255451713395
Alert Eyes,0.9359054138145613
Tired Eyes,0.9354438237119801
Alert Eyes,0.9355238685678859
Alert Eyes,0.9356037151702786
Alert Eyes,0.9357231149567367
Alert Eyes,0.9346888478126926
Alert Eyes,0.9348894348894349
Alert Eyes,0.9350887936313533
Alert Eyes,0.9351285189718482
Alert Eyes,0.9346365302382407
Alert Eyes,0.9347958561852528
Alert Eyes,0.9343465045592705
Alert Eyes,0.9344262295081968
Alert Eyes,0.9339794064203513
Alert Eyes,0.9340592861464004
Alert Eyes,0.9341389728096676
Tired Eyes,0.9336550060313631
Alert Eyes,0.9337748344370861
Alert Eyes,0.9338942307692307
Alert Eyes,0.933933933933934
Alert Eyes,0.9340131973605279
Alert Eyes,0.934052757793765
Alert Eyes,0.9341317365269461
Alert Eyes,0.9342105263157895
Alert Eyes,0.9342891278375149
Alert Eyes,0.9343675417661098
Alert Eyes,0.9344848123883264
Alert Eyes,0.934562760261749
Alert Eyes,0.934085510688836
Alert Eyes,0.934319526627219
Alert Eyes,0.9344746162927982
Alert Eyes,0.9347058823529412
Alert Eyes,0.9348973607038124
Alert Eyes,0.9350497366881217
Alert Eyes,0.9352014010507881
Alert Eyes,0.9353899883585565
Alert Eyes,0.9354651162790698
Alert Eyes,0.9355400696864111
Tired Eyes,0.9344927536231884
Tired Eyes,0.9334105385060799
Tired Eyes,0.9329091960670908
Alert Eyes,0.9330254041570438
Alert Eyes,0.9331797235023042
Alert Eyes,0.9327972429638139
Alert Eyes,0.9327972429638139
Alert Eyes,0.9327972429638139
Alert Eyes,0.9327972429638139
Alert Eyes,0.9327972429638139
Alert Eyes,0.9327972429638139
Alert Eyes,0.9327972429638139
Alert Eyes,0.9324169530355098
Alert Eyes,0.9325714285714286
Tired Eyes,0.9321163719338277
Tired Eyes,0.9317017643710871
Alert Eyes,0.9317794201250711
Alert Eyes,0.9319727891156463
Alert Eyes,0.9314835787089468
Alert Eyes,0.9315610859728507
Alert Eyes,0.9316770186335404
Alert Eyes,0.9317155756207675
Alert Eyes,0.9317925591882751
Alert Eyes,0.9318693693693694
Alert Eyes,0.9320224719101123
